ciudad,provincia,latitud,longitud
"Hacienda Yalaquer","Carchi",0.6666666666666666,-77.66666666666667
"Hacienda Yamana","Loja",-4.016666666666667,-79.66666666666667
"Hacienda Yambaca","Loja",-4.35,-79.56666666666666
"Hacienda Yambaqui","Imbabura",0.5833333333333334,-78.16666666666667
"Hacienda Yanashashe","Azuay",-3.033333333333333,-79.16666666666667
"Hacienda Yanaurcu Chiquito","Cotopaxi",-0.7833333333333333,-78.76666666666667
"Hacienda Yanaurcu Grande","Cotopaxi",-0.7833333333333333,-78.76666666666667
"Hacienda Yanaurquito","Cotopaxi",-0.7833333333333333,-78.75
"Hacienda Yanayacu","Pichincha",0.0,-78.53333333333333
"Hacienda Yanayacu","Imbabura",0.31666666666666665,-78.23333333333333
"Hacienda Yanayacu","Tungurahua",-1.1,-78.48333333333333
"Hacienda Yaraco","Loja",-4.116666666666666,-79.9
"Hacienda Yendola","Azuay",-3.033333333333333,-79.13333333333334
"Hacienda Yerovi","Cotopaxi",-0.8166666666666667,-78.6
"Hacienda Yolanda","Guayas",-1.4666666666666668,-80.06666666666666
"Hacienda Yuncusi","Cotopaxi",-0.7,-78.85
"Hacienda Yunguilla","Pichincha",0.03333333333333333,-78.55
"Hacienda Yunguilla","Pichincha",-0.06666666666666667,-78.46666666666667
"Hacienda Yunguillapamba","Azuay",-3.4333333333333336,-79.18333333333334
"Hacienda Yurac","Pichincha",-0.38333333333333336,-78.35
"Hacienda Yuracrucito","Imbabura",0.35,-78.08333333333333
"Hacienda Yuracruz","Imbabura",0.35,-78.06666666666666
"Hacienda Zaguan","Chimborazo",-1.6166666666666667,-78.55
"Hacienda Zaldumbide","Pichincha",-0.1,-78.48333333333333
"Hacienda Zaldumbide","Pichincha",-0.2833333333333333,-78.56666666666666
"Hacienda Zanzari","Azuay",-3.3,-79.28333333333333
"Hacienda Zapote","Guayas",-1.1166666666666667,-79.9
"Hacienda Zapote","Guayas",-2.033333333333333,-79.43333333333334
"Hacienda Zapotepamba","Loja",-4.066666666666666,-79.76666666666667
"Hacienda Zharzhan","Azuay",-2.9333333333333336,-78.73333333333333
"Hacienda Zuleta","Imbabura",0.2,-78.08333333333333
"Hato Viejo","Carchi",0.6666666666666666,-78.03333333333333
"Haya","Azuay",-3.3166666666666664,-79.11666666666666
"Herodes","Azuay",-3.1166666666666667,-78.86666666666666
"Higueron","Loja",-4.216666666666667,-80.2
"Higueroncito","Loja",-4.15,-80.18333333333334
"Higuerones","Loja",-4.066666666666666,-80.05
"Higuerones","Loja",-4.2,-80.0
"Hijahual","El Oro",-3.5,-79.91666666666667
"Hilda","Pichincha",0.08333333333333333,-78.16666666666667
"Himalaya","Orellana",-0.5666666666666667,-75.96666666666667
"Hoja Blanca","Imbabura",0.45,-78.15
"Holguin","Cotopaxi",-1.0833333333333333,-78.6
"Honorato Vasquez","Cañar",-2.533333333333333,-78.91666666666667
"Honorato Vasquez","Manabí",-1.1,-80.23333333333333
"Horganos","Loja",-4.116666666666666,-80.16666666666667
"Hornillas","Azuay",-3.45,-79.11666666666666
"Huaca","Carchi",0.6333333333333333,-77.73333333333333
"Huaca","Azuay",-2.9333333333333336,-79.56666666666666
"Huacachungana","Azuay",-3.3833333333333333,-79.13333333333334
"Huacas","Azuay",-2.8166666666666664,-78.78333333333333
"Huachi","Tungurahua",-1.3,-78.63333333333334
"Huachi Chico","Tungurahua",-1.2666666666666666,-78.63333333333334
"Huagra Rancho","Azuay",-2.8833333333333333,-78.63333333333334
"Huagrahuasi","Napo",-1.0166666666666666,-78.45
"Huahuachincha","El Oro",-3.4,-79.6
"Huahualcay","Azuay",-2.7,-79.3
"Huairapata","Tungurahua",-1.2666666666666666,-78.53333333333333
"Huairapata","Tungurahua",-1.3833333333333333,-78.53333333333333
"Hualcumbo","Azuay",-2.966666666666667,-78.85
"Hualo","Loja",-4.2,-79.71666666666667
"Hualtaco Viejo","El Oro",-3.4833333333333334,-80.21666666666667
"Huamanqui","Tungurahua",-1.3666666666666667,-78.51666666666667
"Huambalito","Tungurahua",-1.35,-78.55
"Huambalo","Tungurahua",-1.3833333333333333,-78.53333333333333
"Huambi","Morona-Santiago",-2.533333333333333,-78.16666666666667
"Huamboya","Morona-Santiago",-1.8,-78.25
"Huanguiloma","Azuay",-3.25,-79.08333333333333
"Huapante","Tungurahua",-1.0833333333333333,-78.53333333333333
"Huaquillas","El Oro",-3.4833333333333334,-80.23333333333333
"Huaringa","Loja",-4.616666666666667,-79.5
"Huasaga","Morona-Santiago",-2.565833333333333,-77.17750000000001
"Huasaga Nueve","Morona-Santiago",-2.7130555555555556,-77.01666666666667
"Huasihuaico","Azuay",-2.7666666666666666,-79.33333333333333
"Huasimal","Loja",-4.2,-80.13333333333334
"Huasimo","Loja",-3.9166666666666665,-80.13333333333334
"Huasimo","Loja",-4.066666666666666,-80.2
"Huasimo","Loja",-4.433333333333334,-80.33333333333333
"Huasimpamba","Tungurahua",-1.3333333333333333,-78.55
"Huasipamba","Azuay",-3.25,-79.65
"Huasipamba","El Oro",-3.283333333333333,-79.63333333333334
"Huatunuma","Loja",-4.0,-79.9
"Huayuri","Pastaza",-2.4166666666666665,-76.3
"Huele","Esmeraldas",0.7166666666666667,-79.68333333333334
"Huertas","Azuay",-2.85,-78.86666666666666
"Huertas","El Oro",-3.6166666666666667,-79.65
"Huertopamba","Azuay",-2.9,-78.91666666666667
"Huigra","Chimborazo",-2.283333333333333,-78.98333333333333
"Huigra","Azuay",-2.783333333333333,-79.43333333333334
"Huila","Pichincha",0.05,-78.88333333333334
"Huimbicito","Esmeraldas",1.011111111111111,-78.76777777777778
"Huino","Orellana",-0.6333333333333333,-77.11666666666666
"Huintul","Cañar",-2.7333333333333334,-78.75
"Huiroguaico","Azuay",-3.216666666666667,-79.25
"Huito","Pastaza",-1.5,-77.53333333333333
"Ibarra","Imbabura",0.35,-78.11666666666666
"Iberia","Guayas",-1.9166666666666665,-79.73333333333333
"Ichanag","Chimborazo",-1.9666666666666668,-78.61666666666666
"Ignacio Flores","Cotopaxi",-0.9333333333333333,-78.6
"Iguanas","Manabí",-1.6833333333333333,-80.21666666666667
"Iguinda","Loja",-4.1,-79.75
"Ila","Napo",-1.1666666666666667,-77.86666666666666
"Ilapo","Chimborazo",-1.5666666666666667,-78.56666666666666
"Illaguas","Tungurahua",-1.15,-78.7
"Illin","El Oro",-3.35,-79.56666666666666
"Imantag","Imbabura",0.36666666666666664,-78.25
"Imbaya","Imbabura",0.36666666666666664,-78.13333333333334
"Imbayo","Chimborazo",-1.7666666666666666,-78.71666666666667
"Inazari","Azuay",-3.033333333333333,-78.85
"Inca","Guayas",-2.0,-80.61666666666666
"Inchiyacu","Napo",-0.7666666666666667,-77.13333333333334
"Indanza","Morona-Santiago",-3.0758333333333336,-78.47888888888889
"Independencia","Guayas",-1.6833333333333333,-79.98333333333333
"Independencia","Guayas",-1.7333333333333334,-79.76666666666667
"Independencia","Guayas",-1.9833333333333334,-79.98333333333333
"Indillana","Pastaza",-1.5833333333333335,-77.9
"Indiucho","Loja",-4.05,-79.4
"Industria","Sucumbios",0.4166666666666667,-77.46666666666667
"Infancia","Guayas",-1.7,-79.86666666666666
"Infante","Los Ríos",-1.5,-79.7
"Infiernillo","Loja",-4.216666666666667,-80.33333333333333
"Inga","Cañar",-2.5166666666666666,-78.88333333333334
"Ingamuglio","Azuay",-2.95,-78.7
"Inganilla","Cañar",-2.6,-78.91666666666667
"Ingapirca","Cañar",-2.55,-78.86666666666666
"Ingapirca","Azuay",-2.9166666666666665,-78.73333333333333
"Ingapirca","Azuay",-3.4833333333333334,-79.18333333333334
"Ingapirca","Azuay",-2.966666666666667,-78.88333333333334
"Ingramall","Azuay",-2.8666666666666667,-78.85
"Iniayu","Morona-Santiago",-2.7483333333333335,-77.44333333333334
"Inliloma","Azuay",-3.05,-78.78333333333333
"Inmortal Simon Bolivar","Sucumbios",0.08833333333333333,-76.90305555555557
"Irolonguito","Tungurahua",-1.3833333333333333,-78.61666666666666
"Isabel","Guayas",-1.9166666666666665,-79.7
"Isabel","Manabí",-1.4833333333333334,-80.1
"Isabel","Guayas",-1.9333333333333333,-79.76666666666667
"Isabel","Guayas",-1.9333333333333333,-79.81666666666666
"Isabel","Guayas",-2.1166666666666667,-79.7
"Isabel","Guayas",-2.1,-79.7
"Isabel Ana","Guayas",-2.1333333333333333,-79.85
"Isabel Maria","Guayas",-1.8666666666666667,-79.73333333333333
"Isacu","Loja",-3.65,-79.31666666666666
"Isaloma","Pichincha",-0.03333333333333333,-78.26666666666667
"Isidro Ayora","Guayas",-1.8833333333333333,-80.16666666666667
"Isinlivi","Cotopaxi",-0.7666666666666667,-78.86666666666666
"Isla de Bejucal","Los Ríos",-1.6666666666666665,-79.63333333333334
"Isla de Guare","Guayas",-2.0,-79.76666666666667
"Isla de Moreno","Guayas",-1.9166666666666665,-79.83333333333333
"Isla de Palo Largo","Guayas",-1.9833333333333334,-79.73333333333333
"Italia","Guayas",-2.0833333333333335,-79.73333333333333
"Iyapamba","Azuay",-2.783333333333333,-79.0
"Izamba","Tungurahua",-1.2333333333333334,-78.58333333333333
"Jabasloma","Azuay",-3.3166666666666664,-79.2
"Jabaspata","Azuay",-2.8833333333333333,-78.8
"Jabilla","Los Ríos",-1.5666666666666667,-79.4
"Jaboncillo","Guayas",-1.85,-79.81666666666666
"Jaboncillo","Manabí",-0.7,-79.96666666666667
"Jaboncillo","Manabí",-1.2833333333333332,-80.35
"Jacarcar","Azuay",-3.0833333333333335,-78.81666666666666
"Jacinto","Guayas",-1.7,-79.86666666666666
"Jadan","Azuay",-2.8666666666666667,-78.85
"Jadancay","Azuay",-2.9,-78.88333333333334
"Jaguay Grande","Loja",-4.266666666666667,-80.15
"Jaguita","Guayas",-1.8,-80.01666666666667
"Jaloag","Tungurahua",-1.3833333333333333,-78.56666666666666
"Jalpuen","Carchi",1.0,-78.2
"Jalupata","Cañar",-2.4833333333333334,-79.15
"Jama","Guayas",-0.9,-79.68333333333334
"Jama","Manabí",-0.18333333333333332,-80.26666666666667
"Jambeli","El Oro",-3.2333333333333334,-80.05
"Jambeli","Guayas",-2.066666666666667,-80.75
"Jambeli","El Oro",-3.4,-80.25
"Jambeli","Sucumbios",0.08694444444444444,-77.08611111111111
"Jambue Alto","Zamora-Chinchipe",-4.112222222222222,-78.94361111111111
"Jambue Bajo","Zamora-Chinchipe",-4.0825,-78.93611111111112
"Jandiayacu","Sucumbios",0.017499999999999998,-76.88666666666667
"Jaramijo","Manabí",-0.95,-80.63333333333334
"Jaramillo","Pichincha",0.03333333333333333,-78.11666666666666
"Jarata","Azuay",-2.95,-78.81666666666666
"Jarato","Azuay",-3.15,-78.95
"Jatishapa","Loja",-3.9166666666666665,-79.36666666666666
"Jatum Loma","Pichincha",-0.43333333333333335,-78.38333333333334
"Jatun Molino","Pastaza",-1.8333333333333335,-77.33333333333333
"Jatun Pamba","Loja",-4.266666666666667,-79.7
"Jatunpamba","Cañar",-2.8,-78.85
"Jatupamba","Azuay",-2.783333333333333,-79.01666666666667
"Javilla","Guayas",-1.8833333333333333,-79.95
"Javin","Cañar",-2.466666666666667,-79.2
"Javita","Guayas",-1.9666666666666668,-80.5
"Javita","Guayas",-2.033333333333333,-80.65
"Jazmines","Guayas",-1.8166666666666667,-79.95
"Jeli","Guayas",-2.3166666666666664,-79.76666666666667
"Jempekat","Morona-Santiago",-2.975,-77.86444444444444
"Jempents","Morona-Santiago",-2.7441666666666666,-77.48722222222223
"Jerico","Guayas",-2.1166666666666667,-79.81666666666666
"Jeroshunshi","Cañar",-2.7333333333333334,-78.88333333333334
"Jerusalen","Guayas",-1.7333333333333334,-80.25
"Jesus del Gran Poder","Sucumbios",0.025555555555555554,-77.10083333333333
"Jesus Maria","Guayas",-2.55,-79.55
"Jesus Maria","Los Ríos",-1.5333333333333332,-79.7
"Jesus Pitishca","Pastaza",-1.4,-76.91666666666667
"Jesus Teresa","Guayas",-2.033333333333333,-79.45
"Jiat","Morona-Santiago",-2.613888888888889,-77.46805555555555
"Jibaria Anangu","Pastaza",-2.45,-76.98333333333333
"Jibaria Conguime","Zamora-Chinchipe",-4.036388888888888,-78.63361111111112
"Jibaria Shurupe","Pastaza",-1.9333333333333333,-77.78333333333333
"Jigua","Guayas",-1.9,-79.86666666666666
"Jigual","Guayas",-1.7333333333333334,-79.98333333333333
"Jijon y Caamano","Carchi",0.7666666666666667,-78.26666666666667
"Jimbilla","Loja",-3.85,-79.16666666666667
"Jimbiquiti","Pastaza",-1.9833333333333334,-77.71666666666667
"Jimbiquito","Morona-Santiago",-2.533333333333333,-77.25
"Jimbura","Loja",-4.633333333333333,-79.45
"Jipijapa","Manabí",-1.3333333333333333,-80.58333333333333
"Jirincay","Cañar",-2.5666666666666664,-78.96666666666667
"Joaz","Manabí",-1.3833333333333333,-80.65
"Jobo","El Oro",-3.55,-80.05
"Jondachi","Napo",-0.7166666666666667,-77.8
"Jordan","Azuay",-2.6666666666666665,-78.58333333333333
"Jordan","Guayas",-1.6,-79.98333333333333
"Jordan","Los Ríos",-1.6166666666666667,-79.73333333333333
"Jorupe","Loja",-4.3,-79.61666666666666
"Jose Heredia","Azuay",-2.9,-78.96666666666667
"Jose Luis Tamayo","Guayas",-2.25,-80.93333333333334
"Jose Real","Guayas",-2.15,-79.43333333333334
"Josefina","Guayas",-2.25,-79.88333333333334
"Josefina","Los Ríos",-1.8833333333333333,-79.41666666666667
"Joseguango Bajo","Cotopaxi",-0.8333333333333334,-78.6
"Jovita","Los Ríos",-1.6166666666666667,-79.5
"Joyagshi","Chimborazo",-2.3833333333333333,-78.96666666666667
"Joyapa","Azuay",-3.1333333333333333,-79.01666666666667
"Juan Bautista Aguirre","Guayas",-1.8666666666666667,-79.85
"Juan Benigno Vela","Tungurahua",-1.3,-78.68333333333334
"Juan Bueno","Guayas",-1.9666666666666668,-79.75
"Juan de Velasco","Chimborazo",-1.8166666666666667,-78.86666666666666
"Juan Montalvo","Pichincha",0.03333333333333333,-78.15
"Juan Montalvo","Carchi",0.5833333333333334,-78.06666666666666
"Juana Amalia","Guayas",-1.85,-79.98333333333333
"Juana de Oro","El Oro",-3.3333333333333335,-79.85
"Juana de Oro","Los Ríos",-1.6833333333333333,-79.56666666666666
"Judhit","Guayas",-1.85,-79.83333333333333
"Juivi","Tungurahua",-1.3833333333333333,-78.4
"Julcuy","Manabí",-1.4666666666666668,-80.61666666666666
"Julia","Los Ríos",-1.7,-79.53333333333333
"Julia","Guayas",-2.1,-79.86666666666666
"Julia Maria","Guayas",-1.8666666666666667,-79.78333333333333
"Julio Andrade","Carchi",0.65,-77.71666666666667
"Julio E. Moreno","Bolívar",-1.6,-79.03333333333333
"Julio Marin","Sucumbios",0.08611111111111111,-76.90083333333334
"Jumon","El Oro",-3.45,-80.01666666666667
"Jumpiran","Azuay",-2.8833333333333333,-78.78333333333333
"Juncal","Carchi",0.85,-78.05
"Juncal","Cañar",-2.4833333333333334,-78.98333333333333
"Juncun","Azuay",-3.0166666666666666,-78.85
"Juncunllano","Azuay",-2.9,-78.71666666666667
"Junin","Manabí",-0.9333333333333333,-80.21666666666667
"Junin","Guayas",-1.5666666666666667,-79.93333333333334
"Junquillal","Guayas",-1.7166666666666668,-79.86666666666666
"Juntas","Los Ríos",-1.9166666666666665,-79.25
"Juripilaca","Loja",-4.116666666666666,-80.06666666666666
"Juron","Manabí",-1.3,-80.7
"Kaank Chico","Morona-Santiago",-2.8716666666666666,-77.86805555555554
"Kaniants","Morona-Santiago",-2.727777777777778,-77.54083333333332
"Kapantinentza","Morona-Santiago",-2.6783333333333332,-77.47666666666667
"Kaputna","Morona-Santiago",-3.0169444444444444,-77.92166666666667
"Kashaints","Morona-Santiago",-2.7,-77.535
"Kaspaimi","Morona-Santiago",-2.8225,-77.70805555555556
"Kayamas","Morona-Santiago",-2.916111111111111,-77.86277777777777
"Kuchints","Morona-Santiago",-2.5875000000000004,-77.09055555555555
"La Adriana","Guayas",-1.7,-80.03333333333333
"La Aduana","Guayas",-1.8333333333333335,-79.95
"La Alborada","Guayas",-2.1369444444444445,-79.90861111111111
"La Aldea","El Oro",-3.8,-79.98333333333333
"La Alegria","Esmeraldas",1.1283333333333334,-78.92972222222222
"La Alpargata","Imbabura",0.3333333333333333,-78.11666666666666
"La Amalia","Guayas",-2.1333333333333333,-79.7
"La Andina","El Oro",-3.3166666666666664,-79.66666666666667
"La Angelica","Guayas",-2.1666666666666665,-79.65
"La Angelina","Guayas",-1.9,-79.66666666666667
"La Armenia","Guayas",-1.7333333333333334,-79.9
"La Aurora","Pichincha",-0.2833333333333333,-79.21666666666667
"La Aurora","Guayas",-1.85,-79.98333333333333
"La Aurora","Guayas",-2.1333333333333333,-79.71666666666667
"La Aurora","Guayas",-2.1,-79.36666666666666
"La Auxiliadora","Guayas",-1.9,-79.95
"La Avanzada","El Oro",-3.55,-79.98333333333333
"La Balastrera","Sucumbios",0.2411111111111111,-76.85833333333333
"La Balsa","Los Ríos",-1.6833333333333333,-79.68333333333334
"La Balsa","Manabí",-1.2,-80.41666666666667
"La Barca","Esmeraldas",1.238888888888889,-79.03333333333333
"La Baronesa","Galápagos",-1.348611111111111,-90.43388888888889
"La Barquilla","Sucumbios",0.3047222222222222,-77.46305555555556
"La Boca","Guayas",-1.9666666666666668,-79.98333333333333
"La Boca","Guayas",-3.0166666666666666,-79.91666666666667
"La Boca","Esmeraldas",1.1297222222222223,-78.77277777777778
"La Bocana","Guayas",-1.8333333333333335,-79.8
"La Bocana","El Oro",-3.6833333333333336,-79.9
"La Bocana","Loja",-4.466666666666667,-80.41666666666667
"La Bodega","Imbabura",0.35,-78.25
"La Bomba","Guayas",-1.0833333333333333,-79.85
"La Bonita","Sucumbios",0.45,-77.5
"La Bramadora","Manabí",-0.5,-79.56666666666666
"La Bursula","Manabí",-1.3,-80.1
"La Calera","Pichincha",-0.03333333333333333,-78.01666666666667
"La Camarona","Guayas",-2.1333333333333333,-80.36666666666666
"La Campana","Azuay",-2.8,-79.03333333333333
"La Cancagua","Los Ríos",-1.6333333333333333,-79.73333333333333
"La Capilla","Loja",-4.066666666666666,-80.5
"La Capilla","Cañar",-2.5666666666666664,-78.93333333333334
"La Capilla","Loja",-4.416666666666667,-79.81666666666666
"La Caridad","Manabí",-0.65,-80.03333333333333
"La Carolina","Guayas",-1.9166666666666665,-80.01666666666667
"La Cascada","Azuay",-3.3166666666666664,-79.6
"La Ceiba","Loja",-4.283333333333333,-80.21666666666667
"La Ceiba","Pichincha",0.16666666666666666,-79.81666666666666
"La Centza","Zamora-Chinchipe",-3.7655555555555558,-78.62666666666667
"La Cereza","Guayas",-1.9333333333333333,-79.73333333333333
"La Chacra","Manabí",-1.0,-80.76666666666667
"La Chiquita","Guayas",-2.183333333333333,-79.65
"La Chonta","Manabí",-0.25,-80.08333333333333
"La Chonta","El Oro",-3.5833333333333335,-79.88333333333334
"La Chonta","Zamora-Chinchipe",-4.95,-79.1
"La Chorrera","Zamora-Chinchipe",-4.050277777777778,-78.92972222222222
"La Chuca","El Oro",-3.6,-79.95
"La Cienaga","Guayas",-2.85,-80.23333333333333
"La Clara","Los Ríos",-1.7333333333333334,-79.61666666666666
"La Clementina","Los Ríos",-1.7833333333333332,-79.45
"La Clementina","El Oro",-3.283333333333333,-79.93333333333334
"La Cocha","Loja",-4.2,-80.26666666666667
"La Cocha","Azuay",-3.4333333333333336,-79.13333333333334
"La Cocha","Pichincha",-0.3,-78.63333333333334
"La Compania","Los Ríos",-1.85,-79.56666666666666
"La Concepcion","Carchi",0.6,-78.11666666666666
"La Concepcion","Guayas",-2.9166666666666665,-79.8
"La Concordia","Pichincha",0.0,-79.38333333333334
"La Concordia","Esmeraldas",1.0333333333333334,-79.03333333333333
"La Concordia","Pichincha",-0.3,-78.55
"La Constancia","Guayas",-1.85,-79.81666666666666
"La Corona","Guayas",-1.7166666666666668,-79.9
"La Cria","Azuay",-3.1666666666666665,-79.55
"La Cruz","Guayas",-1.6166666666666667,-80.0
"La Cruz","Azuay",-2.8166666666666664,-78.93333333333334
"La Cruz de Yasapa","Loja",-4.166666666666667,-79.51666666666667
"La Cucaracha","Manabí",-1.2,-80.03333333333333
"La Cuchilla","Loja",-4.283333333333333,-80.01666666666667
"La Cueva","El Oro",-3.6333333333333333,-79.83333333333333
"La Cuna de Los Maldonado","Zamora-Chinchipe",-3.5172222222222222,-78.9413888888889
"La Curia","Guayas",-1.7708333333333333,-80.7611111111111
"La Daza","Esmeraldas",0.9833333333333333,-79.5625
"La Delicia","Guayas",-1.95,-80.01666666666667
"La Delicia","Guayas",-2.1,-79.81666666666666
"La Delicia","Azuay",-3.3,-79.53333333333333
"La Delicia","Cañar",-2.5666666666666664,-79.33333333333333
"La Delicia","Guayas",-1.9,-79.68333333333334
"La Delicia","Manabí",-1.7333333333333334,-80.55
"La Delicia","Esmeraldas",0.5333333333333333,-79.9
"La Delicia","Pichincha",0.06666666666666667,-78.7
"La Dolores","Guayas",-2.6833333333333336,-79.65
"La Elvia","Guayas",-1.8166666666666667,-79.85
"La Elvira","Cañar",-2.2333333333333334,-79.13333333333334
"La Encamacion","Guayas",-2.95,-79.81666666666666
"La Encrucijada","Loja",-3.55,-79.43333333333334
"La Envidia","El Oro",-3.35,-79.85
"La Escalera","Cañar",-2.6833333333333336,-78.93333333333334
"La Esmeraldita","El Oro",-3.3166666666666664,-79.71666666666667
"La Esperanza","Loja",-3.9833333333333334,-80.2
"La Esperanza","Azuay",-3.1,-78.88333333333334
"La Esperanza","Guayas",-1.9,-79.5
"La Esperanza","Los Ríos",-1.5166666666666666,-79.48333333333333
"La Esperanza","Tungurahua",-1.1,-78.48333333333333
"La Esperanza","Manabí",-0.6833333333333333,-79.95
"La Esperanza","Imbabura",0.3,-78.11666666666666
"La Esperanza","Pichincha",0.05,-78.25
"La Esperanza","Guayas",-3.0166666666666666,-79.81666666666666
"La Esperanza","Morona-Santiago",-3.117777777777778,-78.45944444444444
"La Esperanza","Zamora-Chinchipe",-3.572222222222222,-78.9388888888889
"La Esperanza","Manabí",-1.5833333333333335,-80.53333333333333
"La Esperanza","Pichincha",-0.35,-78.43333333333334
"La Estacion","Guayas",-2.9166666666666665,-79.93333333333334
"La Estada","Guayas",-2.0,-79.96666666666667
"La Estancia","Pichincha",-0.3,-79.05
"La Estancilla","Manabí",-0.8166666666666667,-80.23333333333333
"La Estrella","Manabí",-1.85,-79.68333333333334
"La Eugenia","Guayas",-1.9,-79.66666666666667
"La Eulalia","Guayas",-2.1333333333333333,-79.7
"La Favorita","Pichincha",-0.26666666666666666,-78.76666666666667
"La Fe","Los Ríos",-1.3333333333333333,-79.55
"La Fe","Guayas",-1.85,-79.81666666666666
"La Floresta","Pichincha",-0.20944444444444446,-78.48277777777778
"La Florida","Zamora-Chinchipe",-3.626388888888889,-78.99444444444444
"La Florida","Azuay",-3.1666666666666665,-79.16666666666667
"La Florida","Guayas",-2.6,-80.36666666666666
"La Florida","Manabí",-0.43333333333333335,-80.46666666666667
"La Florida","Sucumbios",0.08833333333333333,-76.95527777777778
"La Florida","Azuay",-3.3166666666666664,-79.53333333333333
"La Florida","Zamora-Chinchipe",-3.9155555555555557,-78.73305555555555
"La Florida","Esmeraldas",1.2405555555555556,-78.7725
"La Foresta","Pichincha",-0.21666666666666667,-78.48333333333333
"La Fortuna","Guayas",-1.9666666666666668,-79.98333333333333
"La Fortuna","Guayas",-2.9833333333333334,-79.81666666666666
"La Fortuna","Guayas",-1.7333333333333334,-80.01666666666667
"La Fragancia","Zamora-Chinchipe",-4.046388888888889,-78.98666666666666
"La Fritada","El Oro",-3.4,-80.21666666666667
"La Germania","Guayas",-2.033333333333333,-79.95
"La Gloria","Guayas",-2.033333333333333,-79.63333333333334
"La Gloria","Guayas",-2.1333333333333333,-79.7
"La Gloria","Guayas",-2.716666666666667,-79.65
"La Granja","Guayas",-1.9166666666666665,-80.0
"La Granja","Guayas",-2.1166666666666667,-79.6
"La Granja","Pichincha",-0.4666666666666667,-78.65
"La Granja","Guayas",-1.7,-79.98333333333333
"La Granja","Loja",-4.216666666666667,-79.26666666666667
"La Granvia","Los Ríos",-1.3666666666666667,-79.83333333333333
"La Grimpola","Pichincha",-0.25,-79.11666666666666
"La Guanta","Zamora-Chinchipe",-4.233333333333333,-78.65
"La Guantza","Zamora-Chinchipe",-4.163055555555556,-78.64277777777778
"La Guarapera","Esmeraldas",1.2666666666666666,-78.80388888888889
"La Guinea","Guayas",-2.0166666666666666,-80.6
"La Habana","Manabí",-0.5833333333333334,-80.08333333333333
"La Higuera","Azuay",-2.8333333333333335,-78.76666666666667
"La Hortensia","Azuay",-2.8,-78.76666666666667
"La Hortiguilla","Guayas",-1.7833333333333332,-79.85
"La Huatara","Loja",-4.316666666666666,-79.96666666666667
"La Hueca","Zamora-Chinchipe",-3.908611111111111,-78.80888888888889
"La Huira","Tungurahua",-1.1166666666666667,-78.58333333333333
"La Ilusion","Guayas",-1.9,-79.78333333333333
"La Industria","Guayas",-1.7,-80.0
"La Isabel","Guayas",-1.3166666666666667,-79.9
"La Isla Puntilla","Guayas",-1.7166666666666668,-79.98333333333333
"La Jagua","Guayas",-2.8166666666666664,-79.78333333333333
"La Javita","Guayas",-2.05,-80.68333333333334
"La Josefina","Pichincha",0.0,-78.16666666666667
"La Josefina","Guayas",-2.2333333333333334,-79.45
"La Joya","Tungurahua",-1.3166666666666667,-78.5
"La Joya de los Sachas","Orellana",-0.31666666666666665,-76.85
"La Laguna","Sucumbios",0.125,-76.89944444444446
"La Lecheria","Guayas",-3.0,-79.81666666666666
"La Lecheria","Guayas",-1.2666666666666666,-79.95
"La Lechuga","Guayas",-1.3166666666666667,-79.95
"La Libertad","Santa Elena",-2.2333333333333334,-80.9
"La Libertad","Carchi",0.6666666666666666,-77.93333333333334
"La Libia","Guayas",-2.7,-79.7
"La Linda","Guayas",-1.4166666666666667,-79.86666666666666
"La Lola","Guayas",-2.1166666666666667,-79.71666666666667
"La Lola","Guayas",-2.2666666666666666,-79.41666666666667
"La Loma","Esmeraldas",1.3677777777777778,-78.815
"La Loma","Guayas",-1.4666666666666668,-79.86666666666666
"La Loma","Pichincha",-0.05,-78.15
"La Lucia","Cañar",-2.2333333333333334,-79.11666666666666
"La Magdalena","Bolívar",-1.6666666666666665,-79.1
"La Magdalena","Guayas",-1.7833333333333332,-79.85
"La Magdalena","Imbabura",0.26666666666666666,-78.1
"La Magdalena","Pichincha",-0.23333333333333334,-78.53333333333333
"La Majada","Guayas",-1.7166666666666668,-80.08333333333333
"La Mana","Cotopaxi",-0.9333333333333333,-79.21666666666667
"La Mancha","Esmeraldas",0.55,-80.0
"La Manga","El Oro",-3.6,-80.2
"La Maravilla","El Oro",-3.4166666666666665,-80.26666666666667
"La Maravilla","Guayas",-2.0,-79.48333333333333
"La Margarita","Guayas",-1.7833333333333332,-79.78333333333333
"La Maria","Los Ríos",-1.6666666666666665,-79.43333333333334
"La Maria","Guayas",-1.4,-79.86666666666666
"La Maria","Guayas",-1.9166666666666665,-79.95
"La Maruja","Guayas",-2.2333333333333334,-79.66666666666667
"La Matanza","Guayas",-2.15,-79.85
"La Matilde","Guayas",-1.05,-79.58333333333333
"La Matilde","Pichincha",-0.23333333333333334,-79.2
"La Matilde","Guayas",-2.25,-79.85
"La Merced","Azuay",-2.85,-78.91666666666667
"La Merced","Cañar",-2.533333333333333,-78.65
"La Merced","Pichincha",-0.3,-78.4
"La Merced","Pichincha",0.1,-78.78333333333333
"La Merced","Carchi",0.8,-77.8
"La Merced","Tungurahua",-1.3833333333333333,-78.28333333333333
"La Merced","Cañar",-2.4833333333333334,-79.2
"La Merced","Guayas",-2.7,-79.7
