ciudad,provincia,latitud,longitud
"Hacienda Alchipichi","Pichincha",0.05,-78.4
"Hacienda Alegria","Pichincha",0.05,-78.16666666666667
"Hacienda Algarrobera","Loja",-4.033333333333333,-79.4
"Hacienda Alicia","Guayas",-1.0333333333333334,-79.6
"Hacienda Alina","Guayas",-2.183333333333333,-79.825
"Hacienda Almendral","Loja",-4.083333333333333,-79.8
"Hacienda Alobuela","Pichincha",0.13333333333333333,-78.4
"Hacienda Alobuela","Imbabura",0.38333333333333336,-78.2
"Hacienda Alor","Carchi",0.45,-77.9
"Hacienda Alpamala de Toro","Cotopaxi",-1.05,-78.66666666666667
"Hacienda Alpamala de Velasco","Cotopaxi",-1.05,-78.66666666666667
"Hacienda Altamirano","Carchi",0.6,-77.7
"Hacienda Alvarez","El Oro",-3.283333333333333,-79.93333333333334
"Hacienda Alvarez","Pichincha",-0.3,-78.56666666666666
"Hacienda Alvarez","Pichincha",-0.5166666666666667,-78.58333333333333
"Hacienda Alvarez","Pichincha",-0.55,-78.58333333333333
"Hacienda Amable Maria","Loja",-3.95,-79.21666666666667
"Hacienda Amanta","Cañar",-2.6,-78.81666666666666
"Hacienda Amboasi","Pichincha",0.016666666666666666,-78.53333333333333
"Hacienda Ambuela","Pichincha",0.11666666666666667,-78.4
"Hacienda America","Guayas",-0.9,-79.65
"Hacienda Amula","Chimborazo",-1.7,-78.73333333333333
"Hacienda Anaburo","Imbabura",0.43333333333333335,-78.23333333333333
"Hacienda Anafo","Imbabura",0.35,-78.2
"Hacienda Anagumba","Pichincha",0.2,-78.4
"Hacienda Anchola","Pichincha",0.03333333333333333,-78.11666666666666
"Hacienda Andahualo","Tungurahua",-1.0833333333333333,-78.51666666666667
"Hacienda Angela Maria Numero Dos","Guayas",-1.4,-79.93333333333334
"Hacienda Angelina","Carchi",0.4666666666666667,-77.9
"Hacienda Angla","Imbabura",0.2,-78.13333333333334
"Hacienda Araujo","Pichincha",-0.5,-78.56666666666666
"Hacienda Arcadia","Pichincha",-0.3,-78.53333333333333
"Hacienda Ardanza","Loja",-4.283333333333333,-79.58333333333333
"Hacienda Argelia","Pichincha",-0.26666666666666666,-78.53333333333333
"Hacienda Armenia","Pichincha",-0.2833333333333333,-78.46666666666667
"Hacienda Arteaga","Tungurahua",-1.0666666666666667,-78.55
"Hacienda Asactus","Chimborazo",-1.7166666666666668,-78.58333333333333
"Hacienda Aspur","Pichincha",-0.35,-78.5
"Hacienda Astudillo","Azuay",-3.0833333333333335,-79.01666666666667
"Hacienda Asuncion","Guayas",-2.9166666666666665,-79.8
"Hacienda Atahualpa","Cotopaxi",-0.95,-78.6
"Hacienda Atalpamba","Pichincha",-0.08333333333333333,-78.31666666666666
"Hacienda Atapulo","Cotopaxi",-0.8666666666666667,-78.75
"Hacienda Atocha","Cotopaxi",-1.0666666666666667,-78.71666666666667
"Hacienda Auquichico","Pichincha",-0.21666666666666667,-78.43333333333334
"Hacienda Auquigrande","Pichincha",-0.21666666666666667,-78.45
"Hacienda Aurora","Guayas",-1.6166666666666667,-79.98333333333333
"Hacienda Avelina","Cotopaxi",-0.8,-78.63333333333334
"Hacienda Ayahuaycu","Cañar",-2.55,-78.95
"Hacienda Ayalan","Guayas",-2.6166666666666667,-80.28333333333333
"Hacienda Ayaurcu","Pichincha",-0.43333333333333335,-78.56666666666666
"Hacienda Aycallate","Tungurahua",-1.1333333333333333,-78.55
"Hacienda Ayurcu","Pichincha",-0.43333333333333335,-78.56666666666666
"Hacienda Ayurcu de Pena","Pichincha",-0.43333333333333335,-78.55
"Hacienda Azaya","Imbabura",0.36666666666666664,-78.11666666666666
"Hacienda Balbina","Pichincha",-0.35,-78.48333333333333
"Hacienda Balcashi","Chimborazo",-1.7,-78.56666666666666
"Hacienda Balsapamba","Azuay",-3.216666666666667,-79.26666666666667
"Hacienda Balsayan","Chimborazo",-1.6,-78.68333333333334
"Hacienda Balvina","Pichincha",-0.3,-78.55
"Hacienda Barberis","Tungurahua",-1.1666666666666667,-78.58333333333333
"Hacienda Barrancas","Cotopaxi",-0.8,-78.53333333333333
"Hacienda Barrotieta","Pichincha",-0.3,-78.36666666666666
"Hacienda Batan Grande","Pichincha",-0.18333333333333332,-78.48333333333333
"Hacienda Bella","Guayas",-1.6166666666666667,-79.98333333333333
"Hacienda Bella Esperanza","Guayas",-2.5833333333333335,-80.4
"Hacienda Bella Maria","Loja",-4.166666666666667,-79.66666666666667
"Hacienda Bella Vista","Cotopaxi",-1.05,-78.55
"Hacienda Bellavista","Pichincha",-0.06666666666666667,-78.41666666666667
"Hacienda Bellavista","Cotopaxi",-0.8833333333333333,-78.6
"Hacienda Bellavista","Loja",-3.533333333333333,-79.46666666666667
"Hacienda Bellavista","Pichincha",-0.38333333333333336,-78.53333333333333
"Hacienda Bellavista","Pichincha",-0.11666666666666667,-78.5
"Hacienda Bellavista","Pichincha",-0.18333333333333332,-78.46666666666667
"Hacienda Boca de Puca","Guayas",-1.4166666666666667,-79.95
"Hacienda Bohio","Azuay",-3.05,-79.05
"Hacienda Bolaspamba","Loja",-4.183333333333334,-80.43333333333334
"Hacienda Boliche","Cotopaxi",-0.7166666666666667,-78.6
"Hacienda Bolivar","Azuay",-2.6166666666666667,-79.35
"Hacienda Bolivia","Pichincha",-0.35,-78.43333333333334
"Hacienda Bramaderos","Loja",-4.1,-79.81666666666666
"Hacienda Buenaventura","Cotopaxi",-0.7833333333333333,-78.71666666666667
"Hacienda Buenaventura","Guayas",-1.4666666666666668,-80.1
"Hacienda Buenavista","Guayas",-3.033333333333333,-79.81666666666666
"Hacienda Buenos Aires","Azuay",-2.55,-79.46666666666667
"Hacienda Burras","Imbabura",0.6166666666666667,-78.13333333333334
"Hacienda Caballo Potrero","Azuay",-3.183333333333333,-79.5
"Hacienda Cabuyal","Carchi",0.5833333333333334,-78.06666666666666
"Hacienda Caceres","Guayas",-2.2,-80.21666666666667
"Hacienda Cachicorral","Cañar",-2.6333333333333333,-78.7
"Hacienda Cachipamba","Cotopaxi",-0.85,-78.66666666666667
"Hacienda Cachipambi","Cañar",-2.5833333333333335,-78.93333333333334
"Hacienda Cacho de Hospital","Imbabura",0.2833333333333333,-78.1
"Hacienda Cachuqui Alarcon","Pichincha",-0.06666666666666667,-78.51666666666667
"Hacienda Cachuqui Moncayo","Pichincha",-0.08333333333333333,-78.51666666666667
"Hacienda Cachuqui Velasco","Pichincha",-0.05,-78.51666666666667
"Hacienda Caicedo","Pichincha",-0.16666666666666666,-78.5
"Hacienda Cajas","Pichincha",-0.13333333333333333,-78.18333333333334
"Hacienda Caldera","Carchi",0.43333333333333335,-77.93333333333334
"Hacienda Calhua","Tungurahua",-1.1166666666666667,-78.63333333333334
"Hacienda Callo Mancheno","Cotopaxi",-0.75,-78.6
"Hacienda Calzado","Pichincha",-0.25,-78.51666666666667
"Hacienda Cananvalle","Pichincha",0.03333333333333333,-78.18333333333334
"Hacienda Cananvalle","Imbabura",0.35,-78.13333333333334
"Hacienda Cancan","Azuay",-2.8833333333333333,-79.25
"Hacienda Candelaria","Pichincha",-0.05,-78.15
"Hacienda Cangonama Chico","Loja",-4.3,-79.93333333333334
"Hacienda Capelo","Pichincha",-0.31666666666666665,-78.46666666666667
"Hacienda Capricho","Cañar",-2.35,-79.4
"Hacienda Capuli","Pichincha",-0.06666666666666667,-78.36666666666666
"Hacienda Capuli","Carchi",-0.5666666666666667,-77.81666666666666
"Hacienda Carapale","Loja",-3.533333333333333,-79.33333333333333
"Hacienda Carbon","Tungurahua",-1.15,-78.51666666666667
"Hacienda Carcelen","Pichincha",-0.016666666666666666,-78.43333333333334
"Hacienda Carcelen","Pichincha",-0.1,-78.48333333333333
"Hacienda Carmen","Pichincha",-0.2833333333333333,-78.55
"Hacienda Carolina","Pichincha",-0.18333333333333332,-78.48333333333333
"Hacienda Carolina","Guayas",-1.0333333333333334,-79.56666666666666
"Hacienda Carpatos","Azuay",-3.1166666666666667,-79.03333333333333
"Hacienda Carpuela","Imbabura",0.43333333333333335,-77.98333333333333
"Hacienda Carrera","Pichincha",-0.05,-78.15
"Hacienda Carretas","Pichincha",-0.1,-78.46666666666667
"Hacienda Carrillo","Cotopaxi",-1.0833333333333333,-78.66666666666667
"Hacienda Carrion","Pichincha",-0.25,-78.56666666666666
"Hacienda Carriona","Pichincha",-0.3333333333333333,-78.45
"Hacienda Carrizal","Loja",-4.483333333333333,-79.76666666666667
"Hacienda Cartagena","Azuay",-3.4,-79.2
"Hacienda Casa Redonda","Chimborazo",-1.6,-78.75
"Hacienda Casahuaycu","Chimborazo",-1.6666666666666665,-78.58333333333333
"Hacienda Casanga","Loja",-4.016666666666667,-79.75
"Hacienda Casateja","Carchi",0.6166666666666667,-78.0
"Hacienda Casha","Tungurahua",-1.1333333333333333,-78.51666666666667
"Hacienda Casiganda","Pichincha",-0.4,-78.53333333333333
"Hacienda Caspiguasi","Pichincha",0.016666666666666666,-78.48333333333333
"Hacienda Catahuango","Pichincha",-0.36666666666666664,-78.51666666666667
"Hacienda Catarama","Carchi",0.6666666666666666,-78.08333333333333
"Hacienda Catavina","Azuay",-3.25,-79.26666666666667
"Hacienda Cayagal","Pichincha",0.06666666666666667,-78.36666666666666
"Hacienda Cebadas","Cañar",-2.5,-78.78333333333333
"Hacienda Ceibillo","El Oro",-3.5166666666666666,-80.21666666666667
"Hacienda Celestina","Guayas",-2.0833333333333335,-79.4
"Hacienda Centeno","Azuay",-3.05,-79.06666666666666
"Hacienda Ceuceda","Guayas",-2.216666666666667,-80.1
"Hacienda Cevallos","Pichincha",-0.2833333333333333,-78.58333333333333
"Hacienda Chabayan","Carchi",0.6333333333333333,-77.91666666666667
"Hacienda Chacayucu","Guayas",-2.65,-79.65
"Hacienda Chachaban","Cañar",-2.55,-78.93333333333334
"Hacienda Chahuar","Cañar",-2.5666666666666664,-78.91666666666667
"Hacienda Chahuarpungo","Pichincha",0.016666666666666666,-78.13333333333334
"Hacienda Chalanga","Loja",-4.266666666666667,-79.38333333333334
"Hacienda Chalua","Cotopaxi",-0.8166666666666667,-78.73333333333333
"Hacienda Chamanal","Carchi",-0.6333333333333333,-78.11666666666666
"Hacienda Chambapongo","Cotopaxi",-1.05,-78.51666666666667
"Hacienda Chambellan","Loja",-4.033333333333333,-79.46666666666667
"Hacienda Chanchalo","Cotopaxi",-1.0333333333333334,-78.51666666666667
"Hacienda Changala","Pichincha",0.05,-78.15
"Hacienda Chanin","Cañar",-2.6833333333333336,-78.71666666666667
"Hacienda Chantag","Pichincha",-0.21666666666666667,-78.33333333333333
"Hacienda Chaquibamba","Pichincha",-0.03333333333333333,-78.3
"Hacienda Charla","Pichincha",0.11666666666666667,-78.41666666666667
"Hacienda Chasinata","Tungurahua",-1.2,-78.58333333333333
"Hacienda Chaupi","Cotopaxi",-0.8333333333333334,-78.88333333333334
"Hacienda Chaupi","Pichincha",-0.15,-78.36666666666666
"Hacienda Chaupi","Tungurahua",-1.0833333333333333,-78.51666666666667
"Hacienda Chaupi","Cotopaxi",-0.95,-78.75
"Hacienda Chaupi","Cotopaxi",-1.1,-78.65
"Hacienda Chaupi","Tungurahua",-1.1666666666666667,-78.61666666666666
"Hacienda Chaupi","Tungurahua",-1.1333333333333333,-78.51666666666667
"Hacienda Chaupi","Pichincha",-0.18333333333333332,-78.51666666666667
"Hacienda Chaupi","Pichincha",-0.38333333333333336,-78.43333333333334
"Hacienda Chaupi Guarangui","Imbabura",0.36666666666666664,-78.01666666666667
"Hacienda Chayasapa","Loja",-3.533333333333333,-79.28333333333333
"Hacienda Checa","Pichincha",-0.2833333333333333,-78.58333333333333
"Hacienda Chibiga","Pichincha",0.08333333333333333,-78.41666666666667
"Hacienda Chibunga","Chimborazo",-1.6833333333333333,-78.66666666666667
"Hacienda Chichaca","Loja",-3.9166666666666665,-79.33333333333333
"Hacienda Chichavo","Imbabura",0.26666666666666666,-78.23333333333333
"Hacienda Chiche Obraje","Pichincha",-0.2,-78.36666666666666
"Hacienda Chiche Tobar","Pichincha",-0.2,-78.36666666666666
"Hacienda Chiche Viteri","Pichincha",-0.18333333333333332,-78.36666666666666
"Hacienda Chichipata","Pichincha",-0.18333333333333332,-78.38333333333334
"Hacienda Chigti","Azuay",-2.7666666666666666,-78.73333333333333
"Hacienda Chihuaran","Carchi",0.8333333333333334,-77.75
"Hacienda Chilcapamba","Carchi",0.6166666666666667,-77.93333333333334
"Hacienda Chilipala","Tungurahua",-1.3166666666666667,-78.51666666666667
"Hacienda Chillo","Cotopaxi",-0.85,-78.56666666666666
"Hacienda Chillo Ordonez","Pichincha",-0.35,-78.43333333333334
"Hacienda Chiltazon","Carchi",0.65,-78.0
"Hacienda Chimburlo","Pichincha",0.03333333333333333,-78.26666666666667
"Hacienda Chinangachi","Pichincha",-0.18333333333333332,-78.31666666666666
"Hacienda Chinchivi","Imbabura",0.55,-78.35
"Hacienda Chinolo","Cotopaxi",-0.7666666666666667,-78.9
"Hacienda Chipuloma","Cañar",-2.5666666666666664,-78.91666666666667
"Hacienda Chiriacu","Pichincha",-0.25,-78.51666666666667
"Hacienda Chirinche de Maldonado","Cotopaxi",-1.0833333333333333,-78.65
"Hacienda Chirinche de Paez","Cotopaxi",-1.0833333333333333,-78.65
"Hacienda Chisinche","Pichincha",-0.5666666666666667,-78.58333333333333
"Hacienda Chisulchi","Cotopaxi",-0.7166666666666667,-78.8
"Hacienda Chitahuaicu","Pichincha",-0.08333333333333333,-78.51666666666667
"Hacienda Chizalo","Cotopaxi",-0.7,-78.81666666666666
"Hacienda Chochal","Carchi",0.7666666666666667,-77.7
"Hacienda Chongoncite","Guayas",-2.25,-80.1
"Hacienda Chorlavi","Imbabura",0.31666666666666665,-78.15
"Hacienda Chorlavicito","Imbabura",0.31666666666666665,-78.15
"Hacienda Chota Chiquita","Carchi",0.48333333333333334,-78.05
"Hacienda Choyata","Tungurahua",-1.2333333333333334,-78.5
"Hacienda Chuguillin","Chimborazo",-1.75,-78.6
"Hacienda Chuguin Chico","Cañar",-2.5833333333333335,-79.81666666666666
"Hacienda Chulamuez","Carchi",0.7666666666666667,-77.75
"Hacienda Chulunhuasi","Carchi",0.48333333333333334,-77.93333333333334
"Hacienda Chumban Mantilla","Carchi",0.6333333333333333,-77.73333333333333
"Hacienda Chunasana","Azuay",-3.3,-79.1
"Hacienda Chuquer","Azuay",-3.183333333333333,-79.5
"Hacienda Chural","Tungurahua",-1.1666666666666667,-78.56666666666666
"Hacienda Churuloma","Cotopaxi",-1.0,-78.55
"Hacienda Cilinhua Chico","Cotopaxi",-0.9333333333333333,-78.53333333333333
"Hacienda Claudina","Guayas",-2.216666666666667,-80.15
"Hacienda Clemencia","Pichincha",-0.26666666666666666,-78.51666666666667
"Hacienda Clemencia","Pichincha",-0.36666666666666664,-78.36666666666666
"Hacienda Clementina","Guayas",-1.3666666666666667,-79.86666666666666
"Hacienda Cobuendo","Imbabura",0.36666666666666664,-78.16666666666667
"Hacienda Cochapamba","Pichincha",-0.3333333333333333,-78.43333333333334
"Hacienda Cochasqui","Pichincha",0.05,-78.3
"Hacienda Cochicaranqui","Imbabura",0.25,-78.08333333333333
"Hacienda Cofradia","Loja",-4.05,-79.66666666666667
"Hacienda Colache","Pichincha",-0.5166666666666667,-78.55
"Hacienda Colaiza","Cotopaxi",-0.9166666666666666,-78.61666666666666
"Hacienda Colaya","Cotopaxi",-0.85,-78.6
"Hacienda Colaya Grande","Cotopaxi",-0.85,-78.6
"Hacienda Colegio","Pichincha",-0.43333333333333335,-78.43333333333334
"Hacienda Colegio","Azuay",-3.066666666666667,-79.06666666666666
"Hacienda Colimbuela","Imbabura",0.35,-78.25
"Hacienda Collaqui","Pichincha",-0.15,-78.4
"Hacienda Collas","Cotopaxi",-0.9166666666666666,-78.71666666666667
"Hacienda Collas Russo","Cotopaxi",-0.9333333333333333,-78.7
"Hacienda Colombia","Guayas",-2.066666666666667,-79.41666666666667
"Hacienda Colon","Guayas",-2.9,-79.81666666666666
"Hacienda Colta","Chimborazo",-1.7333333333333334,-78.76666666666667
"Hacienda Compania Chica","Cotopaxi",-1.1,-78.68333333333334
"Hacienda Conaqui","Imbabura",0.38333333333333336,-78.21666666666667
"Hacienda Concepcion","Pichincha",-0.1,-78.5
"Hacienda Concepcion","Pichincha",-0.4666666666666667,-78.58333333333333
"Hacienda Condorpamba","Tungurahua",-1.1333333333333333,-78.55
"Hacienda Conduryacu","Loja",-4.4,-79.41666666666667
"Hacienda Conejeros","Pichincha",-0.38333333333333336,-78.46666666666667
"Hacienda Conferencia","Azuay",-3.066666666666667,-79.08333333333333
"Hacienda Conibura","Pichincha",-0.23333333333333334,-78.3
"Hacienda Conraqui","Imbabura",0.38333333333333336,-78.13333333333334
"Hacienda Conrrogal","Pichincha",0.1,-78.41666666666667
"Hacienda Constancia","Azuay",-3.3,-79.3
"Hacienda Contrayerbas","Azuay",-2.8,-79.28333333333333
"Hacienda Corazon","Pichincha",-0.23333333333333334,-78.33333333333333
"Hacienda Cornejo","Pichincha",-0.26666666666666666,-78.46666666666667
"Hacienda Cornejo","Pichincha",-0.3333333333333333,-78.55
"Hacienda Cornejo de Ish","Pichincha",-0.26666666666666666,-78.5
"Hacienda Cornelio Malo","Azuay",-2.85,-79.06666666666666
"Hacienda Corral","Pichincha",-0.3,-78.4
"Hacienda Corral Huayco","Azuay",-3.25,-79.23333333333333
"Hacienda Correa","Pichincha",-0.3333333333333333,-78.53333333333333
"Hacienda Cosmorama","Pichincha",-0.5333333333333333,-78.58333333333333
"Hacienda Cotama","Imbabura",0.26666666666666666,-78.25
"Hacienda Cotogchoa","Pichincha",-0.36666666666666664,-78.43333333333334
"Hacienda Coyoctor","Cañar",-2.55,-78.91666666666667
"Hacienda Cristal","Loja",-4.116666666666666,-79.2
"Hacienda Cristal","Azuay",-3.1666666666666665,-79.23333333333333
"Hacienda Cristina","Pichincha",-0.4166666666666667,-78.55
"Hacienda Cruz","Guayas",-2.2,-80.18333333333334
"Hacienda Cruz Blanca","Loja",-4.05,-80.46666666666667
"Hacienda Cuardele","Azuay",-2.75,-78.68333333333334
"Hacienda Cuatis","Carchi",0.6166666666666667,-77.73333333333333
"Hacienda Cuatis Acosta","Carchi",0.6333333333333333,-77.71666666666667
"Hacienda Cuatis Cevallos","Carchi",0.6333333333333333,-77.73333333333333
"Hacienda Cuchitingue","Cotopaxi",-0.85,-78.53333333333333
"Hacienda Cuchudel","Azuay",-3.3833333333333333,-79.21666666666667
"Hacienda Cucupuro","Pichincha",-0.1,-78.26666666666667
"Hacienda Cuenca Urcu","Tungurahua",-1.2,-78.5
"Hacienda Cuendina","Pichincha",-0.36666666666666664,-78.46666666666667
"Hacienda Cuicocha","Imbabura",0.3,-78.35
"Hacienda Culebrillas","Azuay",-2.8166666666666664,-79.13333333333334
"Hacienda Cumbijin","Cotopaxi",-1.05,-78.5
"Hacienda Cunchibamba","Tungurahua",-1.1333333333333333,-78.6
"Hacienda Cunchibamba","Tungurahua",-1.15,-78.58333333333333
"Hacienda Cunchibamba de Chiriboga","Cotopaxi",-1.0833333333333333,-78.61666666666666
"Hacienda Cunquer","Carchi",0.4666666666666667,-77.93333333333334
"Hacienda Cunucyacu","Pichincha",-0.21666666666666667,-78.43333333333334
"Hacienda Curipungu","Pichincha",-0.38333333333333336,-78.43333333333334
"Hacienda Curiquingue","Tungurahua",-1.1666666666666667,-78.46666666666667
"Hacienda Cusubamba","Pichincha",-0.03333333333333333,-78.28333333333333
"Hacienda Cusubamba","Cotopaxi",-1.0666666666666667,-78.66666666666667
"Hacienda Cusubambito","Cotopaxi",-1.1,-78.66666666666667
"Hacienda Cutuni Grande","Cotopaxi",-0.9833333333333333,-78.73333333333333
"Hacienda Cutzatagua","Tungurahua",-1.2333333333333334,-78.5
"Hacienda Cuvintzi","Pichincha",0.016666666666666666,-78.25
"Hacienda de Jauregui","Tungurahua",-1.2,-78.56666666666666
"Hacienda de Rivas","Cotopaxi",-0.7166666666666667,-78.63333333333334
"Hacienda de Rosa Barona","Tungurahua",-1.1833333333333333,-78.58333333333333
"Hacienda de Tinajero","Tungurahua",-1.1666666666666667,-78.6
"Hacienda Delicia","Guayas",-2.6333333333333333,-79.58333333333333
"Hacienda Delicia","Guayas",-2.0,-79.4
"Hacienda Desvio","Loja",-4.283333333333333,-79.91666666666667
"Hacienda Digna","Guayas",-1.4666666666666668,-79.93333333333334
"Hacienda Digshi","Azuay",-2.7333333333333334,-78.7
"Hacienda Dudas","Cañar",-2.6,-78.68333333333334
"Hacienda Dugdug","Azuay",-2.75,-78.7
"Hacienda Duran","El Oro",-3.5166666666666666,-80.06666666666666
"Hacienda Duran","Azuay",-3.066666666666667,-79.05
"Hacienda Egas","Cotopaxi",-1.0,-78.61666666666666
"Hacienda El Arenal","Loja",-4.066666666666666,-79.38333333333334
"Hacienda El Batan","Chimborazo",-1.6166666666666667,-78.6
"Hacienda El Beaterio","Pichincha",0.06666666666666667,-78.33333333333333
"Hacienda El Beaterio","Pichincha",-0.31666666666666665,-78.53333333333333
"Hacienda El Belen","Pichincha",-0.4,-78.55
"Hacienda El Belen","Cotopaxi",-1.0833333333333333,-78.7
"Hacienda El Cafe","Loja",-4.016666666666667,-79.61666666666666
"Hacienda El Carmelo","Guayas",-2.7,-79.98333333333333
"Hacienda El Carmen","Chimborazo",-1.6333333333333333,-78.66666666666667
"Hacienda El Carmen","Tungurahua",-1.1666666666666667,-78.53333333333333
"Hacienda El Carmen","Carchi",0.8166666666666667,-77.75
"Hacienda El Carmen","Chimborazo",-1.6333333333333333,-78.58333333333333
"Hacienda El Carmen","Azuay",-3.033333333333333,-79.03333333333333
"Hacienda El Carmen","Pichincha",-0.11666666666666667,-78.43333333333334
"Hacienda El Carmen","Pichincha",-0.35,-78.46666666666667
"Hacienda El Carmen","Pichincha",-0.5,-78.55
"Hacienda El Carmen","Pichincha",0.16666666666666666,-78.38333333333334
"Hacienda El Carmen","Tungurahua",-1.3333333333333333,-78.5
"Hacienda El Carrizal","Chimborazo",-1.6333333333333333,-78.58333333333333
"Hacienda El Cebollar","Pichincha",-0.2,-78.43333333333334
"Hacienda El Charco","Carchi",0.7833333333333333,-77.75
"Hacienda El Chaupi","Pichincha",-0.38333333333333336,-78.5
"Hacienda El Chicho","Azuay",-3.35,-79.18333333333334
"Hacienda El Chocar","Azuay",-3.05,-79.01666666666667
"Hacienda El Chocuano","El Oro",-3.3333333333333335,-79.86666666666666
"Hacienda El Colegio","Chimborazo",-1.75,-78.61666666666666
"Hacienda El Colegio","Pichincha",-0.1,-78.48333333333333
"Hacienda El Colegio","Pichincha",-0.25,-78.55
"Hacienda El Colegio","Pichincha",-0.3,-78.43333333333334
"Hacienda El Condado","Pichincha",-0.1,-78.5
"Hacienda El Conde","Tungurahua",-1.15,-78.6
"Hacienda El Conde","Pichincha",-0.3,-78.3
"Hacienda El Conde","Pichincha",-0.31666666666666665,-78.53333333333333
"Hacienda El Consuelo","Carchi",0.8166666666666667,-77.76666666666667
"Hacienda El Corazon","Imbabura",-0.48333333333333334,-78.58333333333333
"Hacienda El Corazon","Pichincha",-0.5166666666666667,-78.6
"Hacienda El Corral","Loja",-4.25,-79.33333333333333
"Hacienda El Cucho","Azuay",-3.2333333333333334,-79.2
"Hacienda El Galpon","Pichincha",-0.016666666666666666,-78.51666666666667
"Hacienda El Habra","Carchi",0.6333333333333333,-78.08333333333333
"Hacienda El Haro","Carchi",0.8166666666666667,-77.66666666666667
"Hacienda El Hato","Carchi",0.65,-78.13333333333334
"Hacienda El Hato","Pichincha",0.0,-78.11666666666666
"Hacienda El Hato","Carchi",0.5833333333333334,-78.03333333333333
"Hacienda El Hospital","Imbabura",0.4,-78.25
"Hacienda El Huasimo","Loja",-4.416666666666667,-79.81666666666666
"Hacienda El Huique","Azuay",-3.3333333333333335,-79.2
"Hacienda El Inga","Pichincha",-0.3,-78.33333333333333
"Hacienda El Ingenio","Imbabura",0.48333333333333334,-78.2
"Hacienda El Ingenio","Pichincha",-0.16666666666666666,-78.38333333333334
"Hacienda El Jordan","Pichincha",-0.5833333333333334,-78.61666666666666
"Hacienda El Laurel","Loja",-4.033333333333333,-80.03333333333333
"Hacienda El Limon","Loja",-4.1,-79.81666666666666
"Hacienda El Llano","Carchi",0.8166666666666667,-77.73333333333333
"Hacienda El Marques","Tungurahua",-1.1333333333333333,-78.6
"Hacienda El Milagro","Imbabura",0.35,-78.15
"Hacienda El Mirador","Carchi",0.6166666666666667,-77.66666666666667
"Hacienda El Molino","Pichincha",-0.11666666666666667,-78.28333333333333
"Hacienda El Molino","Imbabura",0.36666666666666664,-78.25
"Hacienda El Obraje","Tungurahua",-1.3,-78.51666666666667
"Hacienda El Obraje","Pichincha",-0.48333333333333334,-78.56666666666666
"Hacienda El Orbe","Pichincha",-0.38333333333333336,-78.48333333333333
"Hacienda El Ovalo","Pichincha",-0.36666666666666664,-78.4
"Hacienda El Paso","Azuay",-3.3666666666666667,-79.08333333333333
"Hacienda El Pino","Pichincha",-0.08333333333333333,-78.33333333333333
"Hacienda El Placer","Chimborazo",-1.65,-78.75
"Hacienda El Pongo","Azuay",-3.1333333333333333,-79.1
"Hacienda El Pongo","Cotopaxi",-0.7,-78.8
"Hacienda El Porvenir","Guayas",-1.8333333333333335,-80.70833333333334
"Hacienda El Prado","Pichincha",0.1,-78.15
"Hacienda El Prado","Pichincha",-0.38333333333333336,-78.41666666666667
"Hacienda El Proveedor","Guayas",-2.966666666666667,-80.16666666666667
"Hacienda El Puente","Imbabura",0.4,-78.15
"Hacienda El Puente","Chimborazo",-1.7166666666666668,-78.61666666666666
"Hacienda El Pugro","Pichincha",-0.26666666666666666,-78.55
"Hacienda El Pugru","Pichincha",-0.35,-78.55
"Hacienda El Recreo","Cotopaxi",-1.05,-78.6
"Hacienda El Recreo","Azuay",-2.6,-79.35
"Hacienda El Recreo","Pichincha",-0.2833333333333333,-78.43333333333334
"Hacienda El Recuerdo","El Oro",-3.4,-79.93333333333334
"Hacienda El Rosal","Loja",-4.033333333333333,-79.2
"Hacienda El Rosario","El Oro",-3.3833333333333333,-79.9
"Hacienda El Rosario","Chimborazo",-1.6333333333333333,-78.66666666666667
"Hacienda El Rosario","Tungurahua",-1.1833333333333333,-78.51666666666667
"Hacienda El Rosario","Cotopaxi",-0.7333333333333333,-78.65
"Hacienda El Rosario","Imbabura",0.3,-78.21666666666667
"Hacienda El Rosario","Pichincha",-0.21666666666666667,-78.56666666666666
"Hacienda El Rosario","Cotopaxi",-1.0166666666666666,-78.65
"Hacienda El Rosario","Chimborazo",-1.6666666666666665,-78.66666666666667
"Hacienda El Rosario","Azuay",-2.966666666666667,-79.06666666666666
"Hacienda El Rosario","Pichincha",-0.43333333333333335,-78.55
"Hacienda El Rosario","Pichincha",-0.38333333333333336,-78.5
"Hacienda El Rosario","Pichincha",-0.35,-78.38333333333334
"Hacienda El Rosario","Pichincha",-0.2833333333333333,-78.6
"Hacienda El Salado","Carchi",0.5833333333333334,-77.78333333333333
"Hacienda El Salado","Carchi",0.8,-77.73333333333333
"Hacienda El Sauce","Pichincha",-0.2,-78.41666666666667
"Hacienda El Sauce","Loja",-4.266666666666667,-80.33333333333333
"Hacienda El Tablon","Azuay",-3.3166666666666664,-79.48333333333333
"Hacienda El Tambo","Pichincha",-0.5,-78.56666666666666
"Hacienda El Tambo","Carchi",0.5,-77.98333333333333
"Hacienda El Tejar","Cotopaxi",-0.9,-78.7
"Hacienda El Tejar","Chimborazo",-1.7166666666666668,-78.66666666666667
"Hacienda El Tesoro","Guayas",-2.3333333333333335,-80.16666666666667
"Hacienda El Triunfo","Guayas",-2.95,-79.68333333333334
"Hacienda El Troje","Chimborazo",-1.7,-78.61666666666666
